seq1	seq2	score	gap_open	gap_extend	label
prot-0665	prot-0100	44.0	5	5	Negative
prot-0682	prot-0873	22.0	5	5	Negative
prot-0699	prot-0760	29.0	5	5	Negative
prot-0716	prot-0710	22.0	5	5	Negative
prot-0734	prot-0108	24.0	5	5	Negative
prot-0750	prot-0875	18.0	5	5	Negative
prot-0772	prot-0886	23.0	5	5	Negative
prot-0791	prot-0245	35.0	5	5	Negative
prot-0805	prot-0261	33.0	5	5	Negative
prot-0821	prot-0591	40.0	5	5	Negative
prot-0843	prot-0026	28.0	5	5	Negative
prot-0860	prot-0510	23.0	5	5	Negative
prot-0878	prot-0524	15.0	5	5	Negative
prot-0900	prot-0264	27.0	5	5	Negative
prot-0915	prot-0407	29.0	5	5	Negative
prot-0004	prot-0008	36.0	6	1	Positive
prot-0031	prot-0034	57.0	6	1	Positive
prot-0047	prot-0050	44.0	6	1	Positive
prot-0065	prot-0069	67.0	6	1	Positive
prot-0077	prot-0082	90.0	6	1	Positive
prot-0098	prot-0102	25.0	6	1	Positive
prot-0124	prot-0125	62.0	6	1	Positive
prot-0166	prot-0177	29.0	6	1	Positive
prot-0170	prot-0173	31.0	6	1	Positive
prot-0175	prot-0178	36.0	6	1	Positive
prot-0187	prot-0190	50.0	6	1	Positive
prot-0240	prot-0242	42.0	6	1	Positive
prot-0271	prot-0275	85.0	6	1	Positive
prot-0298	prot-0300	57.0	6	1	Positive
prot-0326	prot-0327	110.0	6	1	Positive
prot-0354	prot-0355	42.0	6	1	Positive
prot-0357	prot-0360	34.0	6	1	Positive
prot-0361	prot-0364	78.0	6	1	Positive
prot-0369	prot-0370	56.0	6	1	Positive
prot-0380	prot-0384	64.0	6	1	Positive
prot-0384	prot-0392	72.0	6	1	Positive
prot-0410	prot-0412	61.0	6	1	Positive
prot-0459	prot-0461	57.0	6	1	Positive
prot-0465	prot-0466	76.0	6	1	Positive
prot-0484	prot-0485	87.0	6	1	Positive
prot-0507	prot-0509	45.0	6	1	Positive
prot-0533	prot-0534	102.0	6	1	Positive
prot-0570	prot-0572	52.0	6	1	Positive
prot-0580	prot-0615	44.0	6	1	Positive
prot-0582	prot-0586	39.0	6	1	Positive
prot-0583	prot-0598	70.0	6	1	Positive
prot-0584	prot-0611	56.0	6	1	Positive
prot-0586	prot-0590	60.0	6	1	Positive
prot-0587	prot-0606	53.0	6	1	Positive
prot-0589	prot-0591	60.0	6	1	Positive
prot-0590	prot-0610	44.0	6	1	Positive
prot-0592	prot-0601	50.0	6	1	Positive
prot-0594	prot-0596	52.0	6	1	Positive
prot-0595	prot-0620	43.0	6	1	Positive
prot-0597	prot-0621	33.0	6	1	Positive
prot-0600	prot-0605	30.0	6	1	Positive
prot-0602	prot-0616	39.0	6	1	Positive
prot-0605	prot-0615	31.0	6	1	Positive
prot-0609	prot-0611	93.0	6	1	Positive
prot-0614	prot-0616	135.0	6	1	Positive
prot-0659	prot-0661	43.0	6	1	Positive
prot-0735	prot-0736	82.0	6	1	Positive
prot-0776	prot-0779	284.0	6	1	Positive
prot-0829	prot-0832	64.0	6	1	Positive
prot-0860	prot-0862	50.0	6	1	Positive
prot-0018	prot-0198	35.0	6	1	Negative
prot-0035	prot-0071	24.0	6	1	Negative
prot-0056	prot-0826	18.0	6	1	Negative
prot-0075	prot-0561	33.0	6	1	Negative
prot-0093	prot-0091	36.0	6	1	Negative
prot-0110	prot-0613	27.0	6	1	Negative
prot-0131	prot-0547	53.0	6	1	Negative
prot-0148	prot-0369	20.0	6	1	Negative
prot-0166	prot-0839	20.0	6	1	Negative
prot-0186	prot-0014	16.0	6	1	Negative
prot-0206	prot-0313	61.0	6	1	Negative
prot-0228	prot-0121	18.0	6	1	Negative
prot-0244	prot-0817	22.0	6	1	Negative
prot-0262	prot-0540	48.0	6	1	Negative
prot-0286	prot-0641	47.0	6	1	Negative
prot-0305	prot-0785	43.0	6	1	Negative
prot-0326	prot-0712	25.0	6	1	Negative
prot-0346	prot-0063	35.0	6	1	Negative
prot-0363	prot-0345	27.0	6	1	Negative
prot-0380	prot-0553	39.0	6	1	Negative
prot-0397	prot-0470	65.0	6	1	Negative
prot-0414	prot-0903	31.0	6	1	Negative
prot-0431	prot-0093	27.0	6	1	Negative
prot-0446	prot-0424	48.0	6	1	Negative
prot-0469	prot-0609	39.0	6	1	Negative
prot-0486	prot-0314	25.0	6	1	Negative
prot-0503	prot-0454	36.0	6	1	Negative
prot-0520	prot-0088	44.0	6	1	Negative
prot-0536	prot-0452	52.0	6	1	Negative
prot-0552	prot-0460	42.0	6	1	Negative
prot-0571	prot-0711	81.0	6	1	Negative
prot-0595	prot-0503	33.0	6	1	Negative
prot-0616	prot-0819	30.0	6	1	Negative
prot-0631	prot-0386	47.0	6	1	Negative
prot-0648	prot-0022	25.0	6	1	Negative
prot-0665	prot-0100	46.0	6	1	Negative
prot-0682	prot-0873	25.0	6	1	Negative
prot-0699	prot-0760	32.0	6	1	Negative
prot-0716	prot-0710	26.0	6	1	Negative
prot-0734	prot-0108	24.0	6	1	Negative
prot-0750	prot-0875	18.0	6	1	Negative
prot-0772	prot-0886	29.0	6	1	Negative
prot-0791	prot-0245	47.0	6	1	Negative
prot-0805	prot-0261	37.0	6	1	Negative
prot-0821	prot-0591	46.0	6	1	Negative
prot-0843	prot-0026	30.0	6	1	Negative
prot-0860	prot-0510	23.0	6	1	Negative
prot-0878	prot-0524	18.0	6	1	Negative
prot-0900	prot-0264	31.0	6	1	Negative
prot-0915	prot-0407	32.0	6	1	Negative
prot-0004	prot-0008	29.0	6	2	Positive
prot-0031	prot-0034	42.0	6	2	Positive
prot-0047	prot-0050	32.0	6	2	Positive
prot-0065	prot-0069	60.0	6	2	Positive
prot-0077	prot-0082	69.0	6	2	Positive
prot-0098	prot-0102	25.0	6	2	Positive
prot-0124	prot-0125	43.0	6	2	Positive
prot-0166	prot-0177	28.0	6	2	Positive
prot-0170	prot-0173	31.0	6	2	Positive
prot-0175	prot-0178	32.0	6	2	Positive
prot-0187	prot-0190	42.0	6	2	Positive
prot-0240	prot-0242	35.0	6	2	Positive
prot-0271	prot-0275	63.0	6	2	Positive
prot-0298	prot-0300	47.0	6	2	Positive
prot-0326	prot-0327	99.0	6	2	Positive
prot-0354	prot-0355	30.0	6	2	Positive
prot-0357	prot-0360	28.0	6	2	Positive
prot-0361	prot-0364	51.0	6	2	Positive
prot-0369	prot-0370	37.0	6	2	Positive
prot-0380	prot-0384	43.0	6	2	Positive
prot-0384	prot-0392	48.0	6	2	Positive
prot-0410	prot-0412	39.0	6	2	Positive
prot-0459	prot-0461	44.0	6	2	Positive
prot-0465	prot-0466	57.0	6	2	Positive
prot-0484	prot-0485	79.0	6	2	Positive
prot-0507	prot-0509	34.0	6	2	Positive
prot-0533	prot-0534	56.0	6	2	Positive
prot-0570	prot-0572	45.0	6	2	Positive
prot-0580	prot-0615	35.0	6	2	Positive
prot-0582	prot-0586	35.0	6	2	Positive
prot-0583	prot-0598	56.0	6	2	Positive
prot-0584	prot-0611	41.0	6	2	Positive
prot-0586	prot-0590	57.0	6	2	Positive
prot-0587	prot-0606	38.0	6	2	Positive
prot-0589	prot-0591	42.0	6	2	Positive
prot-0590	prot-0610	39.0	6	2	Positive
prot-0592	prot-0601	37.0	6	2	Positive
prot-0594	prot-0596	39.0	6	2	Positive
prot-0595	prot-0620	30.0	6	2	Positive
prot-0597	prot-0621	27.0	6	2	Positive
prot-0600	prot-0605	26.0	6	2	Positive
prot-0602	prot-0616	28.0	6	2	Positive
prot-0605	prot-0615	31.0	6	2	Positive
prot-0609	prot-0611	82.0	6	2	Positive
prot-0614	prot-0616	121.0	6	2	Positive
prot-0659	prot-0661	41.0	6	2	Positive
prot-0735	prot-0736	47.0	6	2	Positive
prot-0776	prot-0779	278.0	6	2	Positive
prot-0829	prot-0832	59.0	6	2	Positive
prot-0860	prot-0862	45.0	6	2	Positive
prot-0018	prot-0198	30.0	6	2	Negative
prot-0035	prot-0071	24.0	6	2	Negative
prot-0056	prot-0826	18.0	6	2	Negative
prot-0075	prot-0561	26.0	6	2	Negative
prot-0093	prot-0091	35.0	6	2	Negative
prot-0110	prot-0613	26.0	6	2	Negative
prot-0131	prot-0547	45.0	6	2	Negative
prot-0148	prot-0369	19.0	6	2	Negative
prot-0166	prot-0839	18.0	6	2	Negative
prot-0186	prot-0014	16.0	6	2	Negative
prot-0206	prot-0313	49.0	6	2	Negative
prot-0228	prot-0121	17.0	6	2	Negative
prot-0244	prot-0817	21.0	6	2	Negative
prot-0262	prot-0540	34.0	6	2	Negative
prot-0286	prot-0641	42.0	6	2	Negative
prot-0305	prot-0785	37.0	6	2	Negative
prot-0326	prot-0712	24.0	6	2	Negative
prot-0346	prot-0063	30.0	6	2	Negative
prot-0363	prot-0345	27.0	6	2	Negative
prot-0380	prot-0553	31.0	6	2	Negative
prot-0397	prot-0470	50.0	6	2	Negative
prot-0414	prot-0903	27.0	6	2	Negative
prot-0431	prot-0093	24.0	6	2	Negative
prot-0446	prot-0424	45.0	6	2	Negative
prot-0469	prot-0609	34.0	6	2	Negative
prot-0486	prot-0314	22.0	6	2	Negative
prot-0503	prot-0454	28.0	6	2	Negative
prot-0520	prot-0088	30.0	6	2	Negative
prot-0536	prot-0452	35.0	6	2	Negative
prot-0552	prot-0460	36.0	6	2	Negative
prot-0571	prot-0711	51.0	6	2	Negative
prot-0595	prot-0503	31.0	6	2	Negative
prot-0616	prot-0819	28.0	6	2	Negative
prot-0631	prot-0386	36.0	6	2	Negative
prot-0648	prot-0022	24.0	6	2	Negative
prot-0665	prot-0100	44.0	6	2	Negative
prot-0682	prot-0873	24.0	6	2	Negative
prot-0699	prot-0760	29.0	6	2	Negative
prot-0716	prot-0710	23.0	6	2	Negative
prot-0734	prot-0108	23.0	6	2	Negative
prot-0750	prot-0875	18.0	6	2	Negative
prot-0772	prot-0886	26.0	6	2	Negative
prot-0791	prot-0245	31.0	6	2	Negative
prot-0805	prot-0261	32.0	6	2	Negative
prot-0821	prot-0591	39.0	6	2	Negative
prot-0843	prot-0026	28.0	6	2	Negative
prot-0860	prot-0510	22.0	6	2	Negative
prot-0878	prot-0524	15.0	6	2	Negative
prot-0900	prot-0264	28.0	6	2	Negative
prot-0915	prot-0407	26.0	6	2	Negative
prot-0004	prot-0008	28.0	6	3	Positive
prot-0031	prot-0034	40.0	6	3	Positive
prot-0047	prot-0050	29.0	6	3	Positive
prot-0065	prot-0069	56.0	6	3	Positive
prot-0077	prot-0082	56.0	6	3	Positive
prot-0098	prot-0102	25.0	6	3	Positive
prot-0124	prot-0125	41.0	6	3	Positive
prot-0166	prot-0177	27.0	6	3	Positive
prot-0170	prot-0173	31.0	6	3	Positive
prot-0175	prot-0178	29.0	6	3	Positive
prot-0187	prot-0190	37.0	6	3	Positive
prot-0240	prot-0242	35.0	6	3	Positive
prot-0271	prot-0275	48.0	6	3	Positive
prot-0298	prot-0300	34.0	6	3	Positive
prot-0326	prot-0327	88.0	6	3	Positive
prot-0354	prot-0355	30.0	6	3	Positive
prot-0357	prot-0360	28.0	6	3	Positive
prot-0361	prot-0364	47.0	6	3	Positive
prot-0369	prot-0370	37.0	6	3	Positive
prot-0380	prot-0384	43.0	6	3	Positive
prot-0384	prot-0392	45.0	6	3	Positive
prot-0410	prot-0412	34.0	6	3	Positive
prot-0459	prot-0461	36.0	6	3	Positive
prot-0465	prot-0466	47.0	6	3	Positive
prot-0484	prot-0485	71.0	6	3	Positive
prot-0507	prot-0509	33.0	6	3	Positive
prot-0533	prot-0534	45.0	6	3	Positive
prot-0570	prot-0572	45.0	6	3	Positive
prot-0580	prot-0615	34.0	6	3	Positive
prot-0582	prot-0586	32.0	6	3	Positive
prot-0583	prot-0598	46.0	6	3	Positive
prot-0584	prot-0611	37.0	6	3	Positive
prot-0586	prot-0590	55.0	6	3	Positive
prot-0587	prot-0606	35.0	6	3	Positive
prot-0589	prot-0591	33.0	6	3	Positive
prot-0590	prot-0610	38.0	6	3	Positive
prot-0592	prot-0601	36.0	6	3	Positive
prot-0594	prot-0596	36.0	6	3	Positive
prot-0595	prot-0620	30.0	6	3	Positive
prot-0597	prot-0621	26.0	6	3	Positive
prot-0600	prot-0605	26.0	6	3	Positive
prot-0602	prot-0616	26.0	6	3	Positive
prot-0605	prot-0615	31.0	6	3	Positive
prot-0609	prot-0611	74.0	6	3	Positive
prot-0614	prot-0616	112.0	6	3	Positive
prot-0659	prot-0661	40.0	6	3	Positive
prot-0735	prot-0736	41.0	6	3	Positive
prot-0776	prot-0779	273.0	6	3	Positive
prot-0829	prot-0832	54.0	6	3	Positive
prot-0860	prot-0862	40.0	6	3	Positive
prot-0018	prot-0198	29.0	6	3	Negative
prot-0035	prot-0071	24.0	6	3	Negative
prot-0056	prot-0826	18.0	6	3	Negative
prot-0075	prot-0561	24.0	6	3	Negative
prot-0093	prot-0091	34.0	6	3	Negative
prot-0110	prot-0613	25.0	6	3	Negative
prot-0131	prot-0547	44.0	6	3	Negative
prot-0148	prot-0369	19.0	6	3	Negative
prot-0166	prot-0839	18.0	6	3	Negative
prot-0186	prot-0014	16.0	6	3	Negative
prot-0206	prot-0313	44.0	6	3	Negative
prot-0228	prot-0121	17.0	6	3	Negative
prot-0244	prot-0817	21.0	6	3	Negative
prot-0262	prot-0540	31.0	6	3	Negative
prot-0286	prot-0641	42.0	6	3	Negative
prot-0305	prot-0785	33.0	6	3	Negative
prot-0326	prot-0712	23.0	6	3	Negative
prot-0346	prot-0063	30.0	6	3	Negative
prot-0363	prot-0345	27.0	6	3	Negative
prot-0380	prot-0553	29.0	6	3	Negative
prot-0397	prot-0470	43.0	6	3	Negative
prot-0414	prot-0903	26.0	6	3	Negative
prot-0431	prot-0093	23.0	6	3	Negative
prot-0446	prot-0424	42.0	6	3	Negative
prot-0469	prot-0609	32.0	6	3	Negative
prot-0486	prot-0314	20.0	6	3	Negative
prot-0503	prot-0454	28.0	6	3	Negative
prot-0520	prot-0088	28.0	6	3	Negative
prot-0536	prot-0452	30.0	6	3	Negative
prot-0552	prot-0460	32.0	6	3	Negative
prot-0571	prot-0711	49.0	6	3	Negative
prot-0595	prot-0503	30.0	6	3	Negative
prot-0616	prot-0819	26.0	6	3	Negative
prot-0631	prot-0386	36.0	6	3	Negative
prot-0648	prot-0022	23.0	6	3	Negative
prot-0665	prot-0100	42.0	6	3	Negative
prot-0682	prot-0873	23.0	6	3	Negative
prot-0699	prot-0760	29.0	6	3	Negative
prot-0716	prot-0710	22.0	6	3	Negative
prot-0734	prot-0108	23.0	6	3	Negative
prot-0750	prot-0875	18.0	6	3	Negative
prot-0772	prot-0886	23.0	6	3	Negative
prot-0791	prot-0245	31.0	6	3	Negative
prot-0805	prot-0261	32.0	6	3	Negative
prot-0821	prot-0591	38.0	6	3	Negative
prot-0843	prot-0026	28.0	6	3	Negative
prot-0860	prot-0510	22.0	6	3	Negative
prot-0878	prot-0524	15.0	6	3	Negative
prot-0900	prot-0264	27.0	6	3	Negative
prot-0915	prot-0407	26.0	6	3	Negative
prot-0004	prot-0008	27.0	6	4	Positive
prot-0031	prot-0034	39.0	6	4	Positive
prot-0047	prot-0050	27.0	6	4	Positive
prot-0065	prot-0069	56.0	6	4	Positive
prot-0077	prot-0082	48.0	6	4	Positive
prot-0098	prot-0102	25.0	6	4	Positive
prot-0124	prot-0125	39.0	6	4	Positive
prot-0166	prot-0177	26.0	6	4	Positive
prot-0170	prot-0173	31.0	6	4	Positive
prot-0175	prot-0178	29.0	6	4	Positive
prot-0187	prot-0190	33.0	6	4	Positive
prot-0240	prot-0242	35.0	6	4	Positive
prot-0271	prot-0275	48.0	6	4	Positive
prot-0298	prot-0300	29.0	6	4	Positive
prot-0326	prot-0327	72.0	6	4	Positive
prot-0354	prot-0355	30.0	6	4	Positive
prot-0357	prot-0360	28.0	6	4	Positive
prot-0361	prot-0364	44.0	6	4	Positive
prot-0369	prot-0370	37.0	6	4	Positive
prot-0380	prot-0384	43.0	6	4	Positive
prot-0384	prot-0392	42.0	6	4	Positive
prot-0410	prot-0412	31.0	6	4	Positive
prot-0459	prot-0461	36.0	6	4	Positive
prot-0465	prot-0466	39.0	6	4	Positive
prot-0484	prot-0485	63.0	6	4	Positive
prot-0507	prot-0509	32.0	6	4	Positive
prot-0533	prot-0534	43.0	6	4	Positive
prot-0570	prot-0572	45.0	6	4	Positive
prot-0580	prot-0615	33.0	6	4	Positive
prot-0582	prot-0586	30.0	6	4	Positive
prot-0583	prot-0598	41.0	6	4	Positive
prot-0584	prot-0611	36.0	6	4	Positive
prot-0586	prot-0590	53.0	6	4	Positive
prot-0587	prot-0606	32.0	6	4	Positive
prot-0589	prot-0591	28.0	6	4	Positive
prot-0590	prot-0610	38.0	6	4	Positive
prot-0592	prot-0601	35.0	6	4	Positive
prot-0594	prot-0596	33.0	6	4	Positive
prot-0595	prot-0620	30.0	6	4	Positive
prot-0597	prot-0621	26.0	6	4	Positive
prot-0600	prot-0605	26.0	6	4	Positive
prot-0602	prot-0616	25.0	6	4	Positive
prot-0605	prot-0615	31.0	6	4	Positive
prot-0609	prot-0611	71.0	6	4	Positive
prot-0614	prot-0616	108.0	6	4	Positive
prot-0659	prot-0661	39.0	6	4	Positive
prot-0735	prot-0736	36.0	6	4	Positive
prot-0776	prot-0779	268.0	6	4	Positive
prot-0829	prot-0832	49.0	6	4	Positive
prot-0860	prot-0862	35.0	6	4	Positive
prot-0018	prot-0198	29.0	6	4	Negative
prot-0035	prot-0071	24.0	6	4	Negative
prot-0056	prot-0826	18.0	6	4	Negative
prot-0075	prot-0561	23.0	6	4	Negative
prot-0093	prot-0091	34.0	6	4	Negative
prot-0110	prot-0613	24.0	6	4	Negative
prot-0131	prot-0547	43.0	6	4	Negative
prot-0148	prot-0369	19.0	6	4	Negative
prot-0166	prot-0839	18.0	6	4	Negative
prot-0186	prot-0014	16.0	6	4	Negative
prot-0206	prot-0313	39.0	6	4	Negative
prot-0228	prot-0121	17.0	6	4	Negative
prot-0244	prot-0817	21.0	6	4	Negative
prot-0262	prot-0540	28.0	6	4	Negative
prot-0286	prot-0641	42.0	6	4	Negative
prot-0305	prot-0785	31.0	6	4	Negative
prot-0326	prot-0712	23.0	6	4	Negative
prot-0346	prot-0063	30.0	6	4	Negative
prot-0363	prot-0345	27.0	6	4	Negative
prot-0380	prot-0553	29.0	6	4	Negative
prot-0397	prot-0470	40.0	6	4	Negative
prot-0414	prot-0903	26.0	6	4	Negative
prot-0431	prot-0093	23.0	6	4	Negative
prot-0446	prot-0424	41.0	6	4	Negative
prot-0469	prot-0609	32.0	6	4	Negative
prot-0486	prot-0314	20.0	6	4	Negative
prot-0503	prot-0454	28.0	6	4	Negative
prot-0520	prot-0088	27.0	6	4	Negative
prot-0536	prot-0452	29.0	6	4	Negative
prot-0552	prot-0460	32.0	6	4	Negative
prot-0571	prot-0711	47.0	6	4	Negative
prot-0595	prot-0503	29.0	6	4	Negative
prot-0616	prot-0819	26.0	6	4	Negative
prot-0631	prot-0386	36.0	6	4	Negative
prot-0648	prot-0022	22.0	6	4	Negative
prot-0665	prot-0100	40.0	6	4	Negative
prot-0682	prot-0873	22.0	6	4	Negative
prot-0699	prot-0760	29.0	6	4	Negative
prot-0716	prot-0710	22.0	6	4	Negative
prot-0734	prot-0108	23.0	6	4	Negative
prot-0750	prot-0875	18.0	6	4	Negative
prot-0772	prot-0886	23.0	6	4	Negative
prot-0791	prot-0245	31.0	6	4	Negative
prot-0805	prot-0261	32.0	6	4	Negative
prot-0821	prot-0591	37.0	6	4	Negative
prot-0843	prot-0026	28.0	6	4	Negative
prot-0860	prot-0510	22.0	6	4	Negative
prot-0878	prot-0524	15.0	6	4	Negative
prot-0900	prot-0264	26.0	6	4	Negative
prot-0915	prot-0407	26.0	6	4	Negative
prot-0004	prot-0008	27.0	6	5	Positive
prot-0031	prot-0034	38.0	6	5	Positive
prot-0047	prot-0050	27.0	6	5	Positive
prot-0065	prot-0069	56.0	6	5	Positive
prot-0077	prot-0082	46.0	6	5	Positive
prot-0098	prot-0102	25.0	6	5	Positive
prot-0124	prot-0125	37.0	6	5	Positive
prot-0166	prot-0177	25.0	6	5	Positive
prot-0170	prot-0173	31.0	6	5	Positive
prot-0175	prot-0178	29.0	6	5	Positive
prot-0187	prot-0190	29.0	6	5	Positive
prot-0240	prot-0242	35.0	6	5	Positive
prot-0271	prot-0275	48.0	6	5	Positive
prot-0298	prot-0300	29.0	6	5	Positive
prot-0326	prot-0327	63.0	6	5	Positive
prot-0354	prot-0355	30.0	6	5	Positive
prot-0357	prot-0360	28.0	6	5	Positive
prot-0361	prot-0364	42.0	6	5	Positive
prot-0369	prot-0370	37.0	6	5	Positive
prot-0380	prot-0384	43.0	6	5	Positive
prot-0384	prot-0392	39.0	6	5	Positive
prot-0410	prot-0412	31.0	6	5	Positive
prot-0459	prot-0461	36.0	6	5	Positive
prot-0465	prot-0466	33.0	6	5	Positive
prot-0484	prot-0485	61.0	6	5	Positive
prot-0507	prot-0509	31.0	6	5	Positive
prot-0533	prot-0534	42.0	6	5	Positive
prot-0570	prot-0572	45.0	6	5	Positive
prot-0580	prot-0615	32.0	6	5	Positive
prot-0582	prot-0586	29.0	6	5	Positive
prot-0583	prot-0598	38.0	6	5	Positive
prot-0584	prot-0611	35.0	6	5	Positive
prot-0586	prot-0590	51.0	6	5	Positive
prot-0587	prot-0606	31.0	6	5	Positive
prot-0589	prot-0591	26.0	6	5	Positive
prot-0590	prot-0610	38.0	6	5	Positive
prot-0592	prot-0601	34.0	6	5	Positive
prot-0594	prot-0596	32.0	6	5	Positive
prot-0595	prot-0620	30.0	6	5	Positive
prot-0597	prot-0621	26.0	6	5	Positive
prot-0600	prot-0605	26.0	6	5	Positive
prot-0602	prot-0616	25.0	6	5	Positive
prot-0605	prot-0615	31.0	6	5	Positive
prot-0609	prot-0611	69.0	6	5	Positive
prot-0614	prot-0616	104.0	6	5	Positive
prot-0659	prot-0661	38.0	6	5	Positive
prot-0735	prot-0736	35.0	6	5	Positive
prot-0776	prot-0779	263.0	6	5	Positive
prot-0829	prot-0832	46.0	6	5	Positive
prot-0860	prot-0862	32.0	6	5	Positive
prot-0018	prot-0198	29.0	6	5	Negative
prot-0035	prot-0071	24.0	6	5	Negative
prot-0056	prot-0826	18.0	6	5	Negative
prot-0075	prot-0561	22.0	6	5	Negative
prot-0093	prot-0091	34.0	6	5	Negative
prot-0110	prot-0613	23.0	6	5	Negative
prot-0131	prot-0547	42.0	6	5	Negative
prot-0148	prot-0369	19.0	6	5	Negative
prot-0166	prot-0839	18.0	6	5	Negative
prot-0186	prot-0014	16.0	6	5	Negative
prot-0206	prot-0313	36.0	6	5	Negative
prot-0228	prot-0121	17.0	6	5	Negative
prot-0244	prot-0817	21.0	6	5	Negative
prot-0262	prot-0540	25.0	6	5	Negative
prot-0286	prot-0641	42.0	6	5	Negative
prot-0305	prot-0785	30.0	6	5	Negative
prot-0326	prot-0712	23.0	6	5	Negative
prot-0346	prot-0063	30.0	6	5	Negative
prot-0363	prot-0345	27.0	6	5	Negative
prot-0380	prot-0553	29.0	6	5	Negative
prot-0397	prot-0470	39.0	6	5	Negative
prot-0414	prot-0903	26.0	6	5	Negative
prot-0431	prot-0093	23.0	6	5	Negative
prot-0446	prot-0424	41.0	6	5	Negative
prot-0469	prot-0609	32.0	6	5	Negative
prot-0486	prot-0314	20.0	6	5	Negative
prot-0503	prot-0454	28.0	6	5	Negative
prot-0520	prot-0088	26.0	6	5	Negative
prot-0536	prot-0452	28.0	6	5	Negative
prot-0552	prot-0460	32.0	6	5	Negative
prot-0571	prot-0711	45.0	6	5	Negative
prot-0595	prot-0503	29.0	6	5	Negative
prot-0616	prot-0819	26.0	6	5	Negative
prot-0631	prot-0386	36.0	6	5	Negative
prot-0648	prot-0022	21.0	6	5	Negative
prot-0665	prot-0100	39.0	6	5	Negative
prot-0682	prot-0873	21.0	6	5	Negative
prot-0699	prot-0760	29.0	6	5	Negative
prot-0716	prot-0710	22.0	6	5	Negative
prot-0734	prot-0108	23.0	6	5	Negative
prot-0750	prot-0875	18.0	6	5	Negative
prot-0772	prot-0886	23.0	6	5	Negative
prot-0791	prot-0245	31.0	6	5	Negative
prot-0805	prot-0261	32.0	6	5	Negative
prot-0821	prot-0591	37.0	6	5	Negative
prot-0843	prot-0026	28.0	6	5	Negative
prot-0860	prot-0510	22.0	6	5	Negative
prot-0878	prot-0524	15.0	6	5	Negative
prot-0900	prot-0264	26.0	6	5	Negative
prot-0915	prot-0407	26.0	6	5	Negative
prot-0004	prot-0008	31.0	7	1	Positive
prot-0031	prot-0034	51.0	7	1	Positive
prot-0047	prot-0050	33.0	7	1	Positive
prot-0065	prot-0069	61.0	7	1	Positive
prot-0077	prot-0082	77.0	7	1	Positive
prot-0098	prot-0102	25.0	7	1	Positive
prot-0124	prot-0125	51.0	7	1	Positive
prot-0166	prot-0177	28.0	7	1	Positive
prot-0170	prot-0173	27.0	7	1	Positive
prot-0175	prot-0178	30.0	7	1	Positive
prot-0187	prot-0190	41.0	7	1	Positive
prot-0240	prot-0242	33.0	7	1	Positive
prot-0271	prot-0275	66.0	7	1	Positive
prot-0298	prot-0300	49.0	7	1	Positive
prot-0326	prot-0327	106.0	7	1	Positive
prot-0354	prot-0355	32.0	7	1	Positive
prot-0357	prot-0360	27.0	7	1	Positive
prot-0361	prot-0364	52.0	7	1	Positive
prot-0369	prot-0370	45.0	7	1	Positive
prot-0380	prot-0384	46.0	7	1	Positive
prot-0384	prot-0392	55.0	7	1	Positive
prot-0410	prot-0412	47.0	7	1	Positive
prot-0459	prot-0461	47.0	7	1	Positive
prot-0465	prot-0466	61.0	7	1	Positive
prot-0484	prot-0485	86.0	7	1	Positive
prot-0507	prot-0509	32.0	7	1	Positive
prot-0533	prot-0534	77.0	7	1	Positive
prot-0570	prot-0572	45.0	7	1	Positive
prot-0580	prot-0615	38.0	7	1	Positive
prot-0582	prot-0586	34.0	7	1	Positive
prot-0583	prot-0598	57.0	7	1	Positive
prot-0584	prot-0611	42.0	7	1	Positive
prot-0586	prot-0590	54.0	7	1	Positive
prot-0587	prot-0606	46.0	7	1	Positive
prot-0589	prot-0591	48.0	7	1	Positive
prot-0590	prot-0610	39.0	7	1	Positive
prot-0592	prot-0601	34.0	7	1	Positive
prot-0594	prot-0596	38.0	7	1	Positive
prot-0595	prot-0620	30.0	7	1	Positive
prot-0597	prot-0621	28.0	7	1	Positive
prot-0600	prot-0605	25.0	7	1	Positive
prot-0602	prot-0616	32.0	7	1	Positive
prot-0605	prot-0615	31.0	7	1	Positive
prot-0609	prot-0611	82.0	7	1	Positive
prot-0614	prot-0616	127.0	7	1	Positive
prot-0659	prot-0661	37.0	7	1	Positive
prot-0735	prot-0736	62.0	7	1	Positive
prot-0776	prot-0779	281.0	7	1	Positive
prot-0829	prot-0832	62.0	7	1	Positive
prot-0860	prot-0862	45.0	7	1	Positive
prot-0018	prot-0198	34.0	7	1	Negative
prot-0035	prot-0071	23.0	7	1	Negative
prot-0056	prot-0826	18.0	7	1	Negative
prot-0075	prot-0561	29.0	7	1	Negative
prot-0093	prot-0091	33.0	7	1	Negative
prot-0110	prot-0613	26.0	7	1	Negative
prot-0131	prot-0547	44.0	7	1	Negative
prot-0148	prot-0369	18.0	7	1	Negative
prot-0166	prot-0839	19.0	7	1	Negative
prot-0186	prot-0014	16.0	7	1	Negative
prot-0206	prot-0313	50.0	7	1	Negative
prot-0228	prot-0121	17.0	7	1	Negative
prot-0244	prot-0817	20.0	7	1	Negative
prot-0262	prot-0540	37.0	7	1	Negative
prot-0286	prot-0641	42.0	7	1	Negative
prot-0305	prot-0785	36.0	7	1	Negative
prot-0326	prot-0712	24.0	7	1	Negative
